Iteration,Mean_Fitness
1,0.020521498701052587
2,0.01394030211985602
3,0.01079927647883038
4,0.007109817789371688
5,0.004666797846351752
6,0.0028719260514799634
7,0.001675344854898772
8,0.0010770542566081766
9,0.0010770542566081766
10,0.0010770542566081766
11,0.0010770542566081766
12,0.0010770542566081766
13,0.0010770542566081766
14,0.0010770542566081766
15,0.0010770542566081766
16,0.0010770542566081766
17,0.0010770542566081766
18,0.0010770542566081766
19,0.0010770542566081766
20,0.0010770542566081766
21,0.0010770542566081766
22,0.0010770542566081766
23,0.0010770542566081766
24,0.0010770542566081766
25,0.0010770542566081766
26,0.0010770542566081766
27,0.0010770542566081766
28,0.0010770542566081766
29,0.0010770542566081766
30,0.0010770542566081766
31,0.0010770542566081766
32,0.0010770542566081766
33,0.0010770542566081766
34,0.0010770542566081766
35,0.0010770542566081766
36,0.0010770542566081766
37,0.0010770542566081766
38,0.0010770542566081766
39,0.0010770542566081766
40,0.0010770542566081766
41,0.0010770542566081766
42,0.0010770542566081766
43,0.0010770542566081766
44,0.0010770542566081766
45,0.0010770542566081766
46,0.0010770542566081766
47,0.0010770542566081766
48,0.0010770542566081766
49,0.0010770542566081766
50,0.0010770542566081766
51,0.0010770542566081766
52,0.0010770542566081766
53,0.0010770542566081766
54,0.0010770542566081766
55,0.0010770542566081766
56,0.0010770542566081766
57,0.0010770542566081766
58,0.0010770542566081766
59,0.0010770542566081766
60,0.0010770542566081766
61,0.0010770542566081766
62,0.0010770542566081766
63,0.0010770542566081766
64,0.0010770542566081766
65,0.0010770542566081766
66,0.0010770542566081766
67,0.0010770542566081766
68,0.0010770542566081766
69,0.0010770542566081766
70,0.0010770542566081766
71,0.0010770542566081766
72,0.0010770542566081766
73,0.0010770542566081766
74,0.0010770542566081766
75,0.0010770542566081766
76,0.0010770542566081766
77,0.0010770542566081766
78,0.0010770542566081766
79,0.0010770542566081766
80,0.0010770542566081766
81,0.0010770542566081766
82,0.0010770542566081766
83,0.0010770542566081766
84,0.0010770542566081766
85,0.0010770542566081766
86,0.0010770542566081766
87,0.0010770542566081766
88,0.0010770542566081766
89,0.0010770542566081766
