Iteration,Mean_Fitness
1,0.02864430884805406
2,0.02864430884805406
3,0.02864430884805406
4,0.02864430884805406
5,0.02864430884805406
6,0.02864430884805406
7,0.02864430884805406
8,0.02864430884805406
9,0.02864430884805406
10,0.02864430884805406
11,0.01952037722412244
12,0.01952037722412244
13,0.01952037722412244
14,0.01952037722412244
15,0.01952037722412244
16,0.01952037722412244
17,0.01952037722412244
18,0.01952037722412244
19,0.01952037722412244
20,0.01952037722412244
21,0.01772550542925065
22,0.01772550542925065
23,0.01772550542925065
24,0.01772550542925065
25,0.01772550542925065
26,0.01772550542925065
27,0.01772550542925065
28,0.01772550542925065
29,0.01772550542925065
30,0.01772550542925065
31,0.01772550542925065
32,0.01772550542925065
33,0.01772550542925065
34,0.01772550542925065
35,0.01772550542925065
36,0.01772550542925065
37,0.01772550542925065
38,0.01772550542925065
39,0.01772550542925065
40,0.01772550542925065
41,0.01772550542925065
42,0.01772550542925065
43,0.01772550542925065
44,0.01772550542925065
45,0.01772550542925065
46,0.01772550542925065
47,0.01772550542925065
48,0.01772550542925065
49,0.01772550542925065
50,0.01772550542925065
51,0.01772550542925065
52,0.01772550542925065
53,0.01772550542925065
54,0.01772550542925065
55,0.01772550542925065
56,0.01772550542925065
57,0.01772550542925065
58,0.01772550542925065
59,0.01772550542925065
60,0.01772550542925065
61,0.01772550542925065
62,0.01772550542925065
63,0.01772550542925065
64,0.01772550542925065
65,0.01772550542925065
66,0.01772550542925065
67,0.01772550542925065
68,0.01772550542925065
69,0.01772550542925065
70,0.01772550542925065
71,0.01772550542925065
72,0.01772550542925065
73,0.01772550542925065
74,0.01772550542925065
75,0.01772550542925065
76,0.01772550542925065
77,0.01772550542925065
78,0.01772550542925065
79,0.01772550542925065
80,0.01772550542925065
81,0.01772550542925065
82,0.01772550542925065
83,0.01772550542925065
84,0.01772550542925065
85,0.01772550542925065
86,0.01772550542925065
87,0.01772550542925065
88,0.01772550542925065
89,0.01772550542925065
90,0.01772550542925065
91,0.01772550542925065
92,0.01772550542925065
93,0.01772550542925065
94,0.01772550542925065
95,0.01772550542925065
96,0.01772550542925065
97,0.01772550542925065
98,0.01772550542925065
99,0.01772550542925065
100,0.01772550542925065
